Original Molecule,Parsed Molecule,Link,Result Type,CAS,Deprecated CAS,Compound/Substance,Depositor Synonym List,Regular Synonym List,Synonym?
SOMATROPIN,SOMATROPIN,https://pubchem.ncbi.nlm.nih.gov/compound/129894493,RELEVANT,1338578-34-9,No CAS info,COMPOUND,NO,NO,NO
SONIDEGIB,SONIDEGIB,https://pubchem.ncbi.nlm.nih.gov/compound/24775005,FEATURED,956697-53-3,1270169-93-1,COMPOUND,YES,YES,YES
SORAFENIB,SORAFENIB,https://pubchem.ncbi.nlm.nih.gov/compound/216239,FEATURED,284461-73-0,No CAS info,COMPOUND,YES,YES,YES
SORBIC ACID,SORBIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/643460,FEATURED,"110-44-1, 22500-92-1, 82159-09-9, 91751-55-2","1197240-56-4, 91751-55-2, 1197240-56-4, 2747926-89-0, 91751-55-2, 22500-92-1, 91751-55-2",COMPOUND,YES,YES,YES
SORBINICATE,SORBINICATE,https://pubchem.ncbi.nlm.nih.gov/compound/3058386,FEATURED,6184-06-1,No CAS info,COMPOUND,YES,YES,YES
SORBITAN,SORBITAN,https://pubchem.ncbi.nlm.nih.gov/compound/Sorbitan,FEATURED,12441-09-7,"1417403-40-7, 27838-83-1, 50975-62-7, 1417403-40-7, 50975-62-7",COMPOUND,MISSING,YES,YES
SORBITAN OLEATE,SORBITAN OLEATE,https://pubchem.ncbi.nlm.nih.gov/compound/5385498,FEATURED,1338-43-8,No CAS info,COMPOUND,YES,YES,YES
SORBITOL,SORBITOL,https://pubchem.ncbi.nlm.nih.gov/compound/5780,FEATURED,"50-70-4, 7208-47-1, 32647-67-9, 6284-40-8, 98201-93-5, 6966-09-2","15060-73-8, 36134-87-9, 3959-53-3, 63800-20-4, 75398-79-7, 8013-15-8, 8014-89-9, 8036-93-9, 8042-39-5, 8045-74-7, 8046-05-7, 952319-42-5, 98201-93-5, 15060-73-8, 36134-87-9, 3959-53-3, 63800-20-4, 8013-15-8, 8014-89-9, 8036-93-9, 8042-39-5, 8045-74-7, 8046-05-7, 952319-42-5, 98201-93-5",COMPOUND,YES,YES,YES
SOTALOL,SOTALOL,https://pubchem.ncbi.nlm.nih.gov/compound/5253,FEATURED,3930-20-9,27948-47-6,COMPOUND,YES,YES,YES
SOYA ISOFLAVONES,SOYA ISOFLAVONES,https://pubchem.ncbi.nlm.nih.gov/substance/375085788,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
SOYA LECITHIN,SOYA LECITHIN,"https://pubchem.ncbi.nlm.nih.gov/compound/Lecithin,%20Soybean",FEATURED,8030-76-0,"112099-03-3, 117742-89-9, 160936-32-3, 2649116-23-2, 8038-96-8",COMPOUND,MISSING,YES,YES
SPARFLOXACIN,SPARFLOXACIN,https://pubchem.ncbi.nlm.nih.gov/compound/60464,FEATURED,"110871-86-8, 111542-93-9",No CAS info,COMPOUND,YES,YES,YES
SPECIAL DIET PREPARATIONS,SPECIAL DIET PREPARATIONS,https://pubmed.ncbi.nlm.nih.gov/23544419,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
SPECTINOMYCIN,SPECTINOMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/15541,FEATURED,"1695-77-8, 21736-83-4",No CAS info,COMPOUND,YES,YES,YES
SPIGELIA ANTHELMIA,SPIGELIA ANTHELMIA,https://pubchem.ncbi.nlm.nih.gov/compound/Spigelia%20Anthelmia,FEATURED,84961-60-4,No CAS info,COMPOUND,MISSING,YES,YES
SPINOSAD,SPINOSAD,https://pubchem.ncbi.nlm.nih.gov/compound/Spinosad,FEATURED,168316-95-8,"251304-69-5, 937365-79-2",COMPOUND,MISSING,YES,YES
SPIRONOLACTONE,SPIRONOLACTONE,https://pubchem.ncbi.nlm.nih.gov/compound/5833,FEATURED,"52-01-7, 976-70-5","1050678-93-7, 1436392-20-9, 496916-40-6, 496916-40-6",COMPOUND,YES,YES,YES
SPIRULINA,SPIRULINA,https://pubchem.ncbi.nlm.nih.gov/compound/445639,RELEVANT,"112-80-1, 2027-47-6, 99148-48-8, 9000-69-5","1190712-11-8, 1190965-71-9, 1380514-02-2, 17156-84-2, 2252262-80-7, 56833-51-3, 8046-01-3, 949900-16-7, 861204-23-1, 1190712-11-8, 1190965-71-9, 1380514-02-2, 17156-84-2, 56833-51-3, 8046-01-3, 949900-16-7",COMPOUND,NO,NO,NO
SQUALANE,SQUALANE,https://pubchem.ncbi.nlm.nih.gov/compound/8089,FEATURED,111-01-3,2101721-37-1,COMPOUND,YES,YES,YES
SQUALENE,SQUALENE,https://pubchem.ncbi.nlm.nih.gov/compound/638072,FEATURED,"111-02-4, 7683-64-9, 11051-27-7","94016-35-0, 21245-10-3",COMPOUND,YES,YES,YES
SQUALUS CARCHORIOUS,SQUALUS CARCHORIOUS,No Link,Not Found,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
SQUARIC ACID DIBUTYL ESTER,SQUARIC ACID DIBUTYL ESTER,https://pubchem.ncbi.nlm.nih.gov/compound/65108,FEATURED,2892-62-8,No CAS info,COMPOUND,YES,YES,YES
STANOZOLOL,STANOZOLOL,https://pubchem.ncbi.nlm.nih.gov/compound/25249,FEATURED,"302-96-5, 10418-03-8","17966-55-1, 302-96-5, 69353-49-7, 875293-72-4, 302-96-5",COMPOUND,YES,YES,YES
STARCH,STARCH,"https://pubchem.ncbi.nlm.nih.gov/compound/Starch,%20Corn",FEATURED,9005-25-8,"1152489-70-7, 118550-61-1, 1309960-29-9, 131800-97-0, 1374255-25-0, 152987-55-8, 154636-77-8, 2075820-73-2, 2247144-19-8, 2416312-53-1, 42616-76-2, 53112-52-0, 53262-79-6, 60496-95-9, 67674-80-0, 730985-55-4, 730985-56-5, 730985-57-6, 75138-75-9, 75398-82-2, 85746-25-4, 9057-05-0, 939768-85-1, 955949-61-8",COMPOUND,MISSING,NO,NO
STAVUDINE,STAVUDINE,https://pubchem.ncbi.nlm.nih.gov/compound/18283,FEATURED,3056-17-5,132425-31-1,COMPOUND,YES,YES,YES
STEARIC ACID,STEARIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/5281,FEATURED,"57-11-4, 30399-84-9","1245726-94-6, 134503-33-6, 1429745-84-5, 197923-10-7, 294203-07-9, 294203-15-9, 39390-61-9, 58392-66-8, 8013-28-3, 8023-06-1, 8037-40-9, 8037-83-0, 8039-51-8, 8039-52-9, 8039-53-0, 8039-54-1, 82497-27-6, 126539-56-8, 135152-99-7, 2326514-79-6, 57485-56-0, 85404-83-7, 1245726-94-6, 197923-10-7, 294203-07-9, 294203-15-9, 39390-61-9, 58392-66-8, 8013-28-3, 8023-06-1, 8037-40-9, 8037-83-0, 8039-51-8, 8039-52-9, 8039-53-0, 8039-54-1, 82497-27-6",COMPOUND,YES,YES,YES
STEARIN,STEARIN,https://pubchem.ncbi.nlm.nih.gov/compound/11146,FEATURED,555-43-1,"160170-82-1, 41755-77-5, 606967-51-5, 160170-82-1, 41755-77-5",COMPOUND,NO,NO,NO
STELLARIA MEDIA,STELLARIA MEDIA,https://pubchem.ncbi.nlm.nih.gov/compound/Stellaria%20Media,FEATURED,90131-34-3,No CAS info,COMPOUND,MISSING,YES,YES
STEPHANIA SINICA,STEPHANIA SINICA,https://pubchem.ncbi.nlm.nih.gov/compound/Stephania%20sinica%20whole,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
STERCULIA GUM,STERCULIA GUM,https://pubchem.ncbi.nlm.nih.gov/compound/Karaya%20Gum,FEATURED,"9000-36-6, 9004-53-9, 91671-85-1","794527-37-0, 9010-26-8, 100041-56-3, 133925-38-9, 152232-07-0, 185829-47-4, 199015-70-8, 2186634-06-8, 256933-14-9, 37265-05-7, 37265-06-8, 650604-25-4, 753470-74-5, 9072-45-1",COMPOUND,MISSING,YES,YES
STEVIA REBAUDIANA,STEVIA REBAUDIANA,https://pubchem.ncbi.nlm.nih.gov/compound/6918840,RELEVANT,"58543-16-1, 92332-31-5","60129-62-6, 64859-60-5, 65455-42-7",COMPOUND,NO,NO,NO
STEVIOSIDE,STEVIOSIDE,https://pubchem.ncbi.nlm.nih.gov/compound/442089,FEATURED,57817-89-7,No CAS info,COMPOUND,YES,YES,YES
STIGMASTEROL,STIGMASTEROL,https://pubchem.ncbi.nlm.nih.gov/compound/5280794,FEATURED,"83-48-7, 4736-55-4",No CAS info,COMPOUND,YES,YES,YES
STOMACH,STOMACH,https://pubchem.ncbi.nlm.nih.gov/compound/71420,RELEVANT,34552-83-5,No CAS info,COMPOUND,NO,NO,NO
STREPTOCOCCUS THERMOPHILUS,STREPTOCOCCUS THERMOPHILUS,https://pubchem.ncbi.nlm.nih.gov/compound/Streptococcus%20thermophilus,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
STREPTOKINASE,STREPTOKINASE,https://pubchem.ncbi.nlm.nih.gov/compound/9815560,RELEVANT,"9002-01-1, 1219214-76-2",No CAS info,COMPOUND,NO,NO,NO
STREPTOMYCIN,STREPTOMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/19649,FEATURED,"57-92-1, 3810-74-0","12672-24-1, 47814-83-5, 47816-81-9, 82958-69-8, 364062-67-9, 47814-83-5, 47816-81-9",COMPOUND,YES,YES,YES
STREPTONIAZID,STREPTONIAZID,https://pubchem.ncbi.nlm.nih.gov/compound/91617807,FEATURED,4480-58-4,No CAS info,COMPOUND,YES,YES,YES
STREPTOZOCIN,STREPTOZOCIN,https://pubchem.ncbi.nlm.nih.gov/compound/29327,FEATURED,"18883-66-4, 66395-18-4","11006-80-7, 132769-73-4, 37793-00-3, 72521-89-2",COMPOUND,YES,YES,YES
STRONTIUM,STRONTIUM,https://pubchem.ncbi.nlm.nih.gov/compound/5359327,FEATURED,7440-24-6,No CAS info,COMPOUND,YES,YES,YES
STRONTIUM (SR89),STRONTIUM (SR89),https://pubmed.ncbi.nlm.nih.gov/13348404,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
STRYCHNOS NUX-VOMICA,STRYCHNOS NUX-VOMICA,https://pubchem.ncbi.nlm.nih.gov/substance/483928839,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
SUBTILISIN,SUBTILISIN,https://pubchem.ncbi.nlm.nih.gov/compound/92174084,RELEVANT,No CAS info,No CAS info,COMPOUND,NO,NO,NO
SUCCIMER,SUCCIMER,https://pubchem.ncbi.nlm.nih.gov/compound/2724354,FEATURED,304-55-2,No CAS info,COMPOUND,YES,YES,YES
SUCCINIC ACID,SUCCINIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/1110,FEATURED,110-15-6,"2087491-34-5, 623158-99-6",COMPOUND,YES,YES,YES
SUCRALFATE,SUCRALFATE,https://pubchem.ncbi.nlm.nih.gov/compound/Sucralfate,FEATURED,54182-58-0,No CAS info,COMPOUND,MISSING,YES,YES
SUCRALOSE,SUCRALOSE,https://pubchem.ncbi.nlm.nih.gov/compound/71485,FEATURED,56038-13-2,No CAS info,COMPOUND,YES,YES,YES
SUCROFERRIC OXYHYDROXIDE,SUCROFERRIC OXYHYDROXIDE,https://pubchem.ncbi.nlm.nih.gov/compound/91663255,FEATURED,No CAS info,No CAS info,COMPOUND,YES,YES,YES
SUCROSE,SUCROSE,https://pubchem.ncbi.nlm.nih.gov/compound/5988,FEATURED,"57-50-1, 92004-84-7","100405-08-1, 104242-10-6, 1159795-78-4, 1192061-43-0, 12040-73-2, 1206156-82-2, 131932-12-2, 146054-35-5, 146187-04-4, 1481578-88-4, 151756-02-4, 1566560-95-9, 2169316-40-7, 220376-22-7, 29253-78-9, 29764-06-5, 30027-72-6, 47167-52-2, 47185-09-1, 47257-91-0, 50857-68-6, 51909-69-4, 635681-90-2, 64533-66-0, 65545-99-5, 75398-84-4, 76056-38-7, 78654-77-0, 786702-63-4, 80165-03-3, 8027-47-2, 8030-20-4, 85456-51-5, 86101-30-6, 87430-66-8, 880257-62-5, 92004-84-7, 100405-08-1, 104242-10-6, 1159795-78-4, 12040-73-2, 1206156-82-2, 131932-12-2, 146054-35-5, 146187-04-4, 151756-02-4, 220376-22-7, 29253-78-9, 29764-06-5, 30027-72-6, 47167-52-2, 47185-09-1, 47257-91-0, 50857-68-6, 51909-69-4, 635681-90-2, 64533-66-0, 65545-99-5, 75398-84-4, 76056-38-7, 78654-77-0, 786702-63-4, 80165-03-3, 8027-47-2, 8030-20-4, 85456-51-5, 86101-30-6, 87430-66-8, 880257-62-5, 92004-84-7",COMPOUND,YES,YES,YES
SUFENTANIL,SUFENTANIL,https://pubchem.ncbi.nlm.nih.gov/compound/41693,FEATURED,56030-54-7,No CAS info,COMPOUND,YES,YES,YES
SUGAMMADEX,SUGAMMADEX,https://pubchem.ncbi.nlm.nih.gov/compound/6918585,FEATURED,343306-71-8,No CAS info,COMPOUND,YES,YES,YES
SULBACTAM,SULBACTAM,https://pubchem.ncbi.nlm.nih.gov/compound/130313,FEATURED,68373-14-8,No CAS info,COMPOUND,YES,YES,YES
SULCONAZOLE,SULCONAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/5318,FEATURED,61318-90-9,No CAS info,COMPOUND,YES,YES,YES
SULFABENZAMIDE,SULFABENZAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/5319,FEATURED,127-71-9,No CAS info,COMPOUND,YES,YES,YES
SULFACETAMIDE,SULFACETAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/5320,FEATURED,144-80-9,No CAS info,COMPOUND,YES,YES,YES
SULFADIAZINE,SULFADIAZINE,https://pubchem.ncbi.nlm.nih.gov/compound/5215,FEATURED,"68-35-9, 22199-08-2",141582-64-1,COMPOUND,YES,YES,YES
SULFADOXINE,SULFADOXINE,https://pubchem.ncbi.nlm.nih.gov/compound/17134,FEATURED,2447-57-6,No CAS info,COMPOUND,YES,YES,YES
SULFAFURAZOLE,SULFAFURAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/5344,FEATURED,127-69-5,207522-06-3,COMPOUND,YES,YES,YES
SULFAMETHIZOLE,SULFAMETHIZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/5328,FEATURED,144-82-1,No CAS info,COMPOUND,YES,YES,YES
SULFAMETHOXAZOLE,SULFAMETHOXAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/5329,FEATURED,"723-46-6, 144930-01-8, 144993-89-5, 575-82-6",129378-89-8,COMPOUND,YES,YES,YES
SULFANILAMIDE,SULFANILAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/5333,FEATURED,63-74-1,"102489-34-9, 12765-80-9, 1337-36-6, 1337-39-9, 24706-25-0",COMPOUND,YES,YES,YES
SULFAPYRIDINE,SULFAPYRIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/5336,FEATURED,144-83-2,No CAS info,COMPOUND,YES,YES,YES
SULFASALAZINE,SULFASALAZINE,https://pubchem.ncbi.nlm.nih.gov/compound/Sulfasalazine,FEATURED,599-79-1,No CAS info,COMPOUND,MISSING,YES,YES
SULFATHIAZOLE,SULFATHIAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/5340,FEATURED,72-14-0,"158269-46-6, 6052-33-1, 859037-27-7, 158269-46-6, 6052-33-1",COMPOUND,YES,YES,YES
SULFINPYRAZONE,SULFINPYRAZONE,https://pubchem.ncbi.nlm.nih.gov/compound/5342,FEATURED,57-96-5,No CAS info,COMPOUND,YES,YES,YES
SULFOGAIACOL,SULFOGAIACOL,https://pubchem.ncbi.nlm.nih.gov/compound/4874,FEATURED,"7134-11-4, 1321-14-8",No CAS info,COMPOUND,YES,YES,YES
SULFUR,SULFUR,https://pubchem.ncbi.nlm.nih.gov/compound/5362487,FEATURED,"7704-34-9, 1302-78-9, 10544-50-0, 9035-99-8","10043-07-9, 11004-12-9, 115628-71-2, 12198-92-4, 12199-69-8, 1291095-98-1, 135945-01-6, 1549927-09-4, 2169996-08-9, 2480040-72-8, 37320-72-2, 52623-66-2, 850872-77-4, 868047-51-2, 1251749-91-3, 12673-82-4, 12684-31-0, 12767-24-7, 1819329-88-8, 56449-52-6, 56591-09-4, 56645-30-8, 57035-13-9, 63705-05-5, 7782-45-8, 8050-82-6, 81032-32-8, 97124-07-7, 12684-31-0, 12767-24-7, 56449-52-6, 56591-09-4, 56645-30-8, 57035-13-9, 63705-05-5, 7782-45-8, 8050-82-6, 81032-32-8, 97124-07-7",COMPOUND,YES,YES,YES
SULFURIC ACID,SULFURIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/1118,FEATURED,"7664-93-9, 12772-98-4, 14808-79-8","119540-51-1, 127529-01-5, 140623-70-7, 119540-51-1, 127529-01-5, 140623-70-7, 1973539-23-9",COMPOUND,YES,YES,YES
SULFUR HEXAFLUORIDE,SULFUR HEXAFLUORIDE,https://pubchem.ncbi.nlm.nih.gov/compound/17358,FEATURED,2551-62-4,"29267-82-1, 36575-03-8, 59109-69-2, 29267-82-1, 36575-03-8",COMPOUND,YES,YES,YES
SULINDAC,SULINDAC,https://pubchem.ncbi.nlm.nih.gov/compound/1548887,FEATURED,"38194-50-2, 32004-68-5",49627-22-7,COMPOUND,YES,YES,YES
SULPHAN BLUE,SULPHAN BLUE,https://pubchem.ncbi.nlm.nih.gov/compound/50108,FEATURED,"68238-36-8, 748080-29-7",No CAS info,COMPOUND,YES,YES,YES
SUMATRA BENZOIN,SUMATRA BENZOIN,https://pubchem.ncbi.nlm.nih.gov/substance/482019683,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
SUMATRIPTAN,SUMATRIPTAN,https://pubchem.ncbi.nlm.nih.gov/compound/5358,FEATURED,103628-46-2,No CAS info,COMPOUND,YES,YES,YES
SUNITINIB,SUNITINIB,https://pubchem.ncbi.nlm.nih.gov/compound/5329102,FEATURED,557795-19-4,326914-13-0,COMPOUND,YES,YES,YES
SUN SCREEN LOTIONS/CREAMS,SUN SCREEN LOTIONS/CREAMS,No Link,Not Found,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
SUN TAN LOTIONS/CREAMS,SUN TAN LOTIONS/CREAMS,No Link,Not Found,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
SUPROFEN,SUPROFEN,https://pubchem.ncbi.nlm.nih.gov/compound/5359,FEATURED,40828-46-4,No CAS info,COMPOUND,YES,YES,YES
SUSOCTOCOG ALFA,SUSOCTOCOG ALFA,https://pubchem.ncbi.nlm.nih.gov/compound/Susoctocog%20Alfa,FEATURED,1339940-90-7,No CAS info,COMPOUND,MISSING,YES,YES
SUVOREXANT,SUVOREXANT,https://pubchem.ncbi.nlm.nih.gov/compound/24965990,FEATURED,1030377-33-3,No CAS info,COMPOUND,YES,YES,YES
SUXAMETHONIUM,SUXAMETHONIUM,https://pubchem.ncbi.nlm.nih.gov/compound/5314,FEATURED,"306-40-1, 71-27-2",No CAS info,COMPOUND,YES,YES,YES
SYMPHYTUM OFFICINALE,SYMPHYTUM OFFICINALE,https://pubchem.ncbi.nlm.nih.gov/substance/483932856,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
SYNTHETIC SPONGE,SYNTHETIC SPONGE,https://pubchem.ncbi.nlm.nih.gov/substance/135343300,RELEVANT,1332-37-2,"1198473-26-5, 1701487-83-3, 1820799-17-4, 2038179-84-7, 2114385-10-1, 2242797-76-6, 8075-66-9",SUBSTANCE,NO,MISSING,NO
SYSTEMIC ANALGESICS,SYSTEMIC ANALGESICS,https://pubchem.ncbi.nlm.nih.gov/compound/16229,RELEVANT,2016-63-9,No CAS info,COMPOUND,NO,NO,NO
SYZYGIUM AROMATICUM,SYZYGIUM AROMATICUM,https://pubchem.ncbi.nlm.nih.gov/substance/482037027,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
TACRINE,TACRINE,https://pubchem.ncbi.nlm.nih.gov/compound/1935,FEATURED,"321-64-2, 206658-92-6",No CAS info,COMPOUND,YES,YES,YES
TACROLIMUS,TACROLIMUS,https://pubchem.ncbi.nlm.nih.gov/compound/445643,FEATURED,"104987-11-3, 109581-93-3",No CAS info,COMPOUND,YES,YES,YES
TADALAFIL,TADALAFIL,https://pubchem.ncbi.nlm.nih.gov/compound/110635,FEATURED,"171596-29-5, 171596-27-3",No CAS info,COMPOUND,YES,YES,YES
TAFENOQUINE,TAFENOQUINE,https://pubchem.ncbi.nlm.nih.gov/compound/115358,FEATURED,106635-80-7,No CAS info,COMPOUND,YES,YES,YES
TAFLUPROST,TAFLUPROST,https://pubchem.ncbi.nlm.nih.gov/compound/9868491,FEATURED,209860-87-7,No CAS info,COMPOUND,YES,YES,YES
TAGRAXOFUSP,TAGRAXOFUSP,https://pubchem.ncbi.nlm.nih.gov/compound/Tagraxofusp,FEATURED,2055491-00-2,No CAS info,COMPOUND,MISSING,YES,YES
TALAZOPARIB,TALAZOPARIB,https://pubchem.ncbi.nlm.nih.gov/compound/135565082,FEATURED,"1207456-01-6, 1207454-56-5, 1373431-65-2",No CAS info,COMPOUND,YES,YES,YES
TALC,TALC,https://pubchem.ncbi.nlm.nih.gov/compound/26924,FEATURED,"308076-02-0, 14807-96-6","110540-41-5, 11119-41-8, 1170673-66-1, 12420-12-1, 1308319-75-6, 1385633-70-4, 184973-42-0, 2403462-24-6, 2640599-87-5, 37232-12-5, 8043-56-9, 99638-63-8",COMPOUND,NO,NO,NO
TALIGLUCERASE ALFA,TALIGLUCERASE ALFA,https://pubchem.ncbi.nlm.nih.gov/compound/Taliglucerase%20Alfa,FEATURED,"37228-64-1, 1005808-93-4",No CAS info,COMPOUND,MISSING,YES,YES
TALIMOGENE LAHERPAREPVEC,TALIMOGENE LAHERPAREPVEC,https://pubchem.ncbi.nlm.nih.gov/compound/Talimogene%20Laherparepvec,FEATURED,1187560-31-1,No CAS info,COMPOUND,MISSING,YES,YES
TAMOXIFEN,TAMOXIFEN,https://pubchem.ncbi.nlm.nih.gov/compound/2733526,FEATURED,"10540-29-1, 54965-24-1",7244-97-5,COMPOUND,YES,YES,YES
TAMSULOSIN,TAMSULOSIN,https://pubchem.ncbi.nlm.nih.gov/compound/129211,FEATURED,"106133-20-4, 94666-07-6, 106463-17-6","106190-38-9, 112101-78-7, 128332-25-2",COMPOUND,YES,YES,YES
TANACETUM PARTHENIUM,TANACETUM PARTHENIUM,https://pubchem.ncbi.nlm.nih.gov/substance/482018643,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
TANNIC ACID,TANNIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/16129778,FEATURED,"1401-55-4, 5424-20-4","1041198-33-7, 1041198-44-0, 2322285-95-8, 61790-06-5, 67167-65-1, 73891-88-0, 93615-37-3, 1201816-48-9, 88196-66-1",COMPOUND,YES,YES,YES
TANNIN(S),TANNIN(S),https://pubmed.ncbi.nlm.nih.gov/34679938,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
TAPENTADOL,TAPENTADOL,https://pubchem.ncbi.nlm.nih.gov/compound/9838022,FEATURED,175591-23-8,No CAS info,COMPOUND,YES,YES,YES
TAR,TAR,https://pubchem.ncbi.nlm.nih.gov/source/12043,FEATURED,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
TARAXACUM OFFICINALE,TARAXACUM OFFICINALE,https://pubchem.ncbi.nlm.nih.gov/compound/Taraxacum%20Officinale,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
TARTARIC ACID,TARTARIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/875,FEATURED,"526-83-0, 133-37-9, 868-14-4","138508-61-9, 35-04-1, 6381-58-4",COMPOUND,YES,YES,YES
TARTRAZINE,TARTRAZINE,https://pubchem.ncbi.nlm.nih.gov/compound/164825,FEATURED,"12225-21-7, 1934-21-0","117209-34-4, 12000-64-5, 1342-47-8, 1342-53-6, 134240-82-7, 139601-06-2, 154881-98-8, 183808-13-1, 191807-79-1, 389057-90-3, 469888-21-9, 50809-64-8, 642-62-6, 84842-94-4, 12227-69-9, 1342-48-9, 15790-06-4, 1809562-13-7, 53026-63-4",COMPOUND,YES,YES,YES
TASIMELTEON,TASIMELTEON,https://pubchem.ncbi.nlm.nih.gov/compound/10220503,FEATURED,609799-22-6,209255-28-7,COMPOUND,YES,YES,YES
TAURINE,TAURINE,https://pubchem.ncbi.nlm.nih.gov/compound/1123,FEATURED,107-35-7,"1365481-05-5, 1629855-90-8, 2087491-53-8, 91105-79-2",COMPOUND,YES,YES,YES
TAUROCHOLIC ACID,TAUROCHOLIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/6675,FEATURED,"81-24-3, 345909-26-4","113341-22-3, 54366-16-4, 83830-80-2",COMPOUND,YES,YES,YES
TAVABOROLE,TAVABOROLE,https://pubchem.ncbi.nlm.nih.gov/compound/11499245,FEATURED,174671-46-6,No CAS info,COMPOUND,YES,YES,YES
TAZAROTENE,TAZAROTENE,https://pubchem.ncbi.nlm.nih.gov/compound/5381,FEATURED,118292-40-3,No CAS info,COMPOUND,YES,YES,YES
TAZOBACTAM,TAZOBACTAM,https://pubchem.ncbi.nlm.nih.gov/compound/123630,FEATURED,"89786-04-9, 89785-84-2",No CAS info,COMPOUND,YES,YES,YES
TEAR TEST,TEAR TEST,https://pubchem.ncbi.nlm.nih.gov/compound/10757,RELEVANT,"532-27-4, 8007-12-3",No CAS info,COMPOUND,NO,NO,NO
TECHNETIUM (99MTC) APCITIDE,TECHNETIUM (99MTC) APCITIDE,https://pubchem.ncbi.nlm.nih.gov/compound/72941734,FEATURED,No CAS info,No CAS info,COMPOUND,YES,YES,YES
TECHNETIUM (99MTC) DEPREOTIDE,TECHNETIUM (99MTC) DEPREOTIDE,https://pubchem.ncbi.nlm.nih.gov/substance/103771345,RELEVANT,No CAS info,No CAS info,SUBSTANCE,YES,YES,YES
TEDIZOLID,TEDIZOLID,https://pubchem.ncbi.nlm.nih.gov/compound/11234049,FEATURED,856866-72-3,No CAS info,COMPOUND,YES,YES,YES
TEDUGLUTIDE,TEDUGLUTIDE,https://pubchem.ncbi.nlm.nih.gov/compound/16139605,FEATURED,"197922-42-2, 2250154-64-2",287714-30-1,COMPOUND,YES,YES,YES
TEGASEROD,TEGASEROD,https://pubchem.ncbi.nlm.nih.gov/compound/135409453,FEATURED,"145158-71-0, 189188-57-6",1044642-88-7,COMPOUND,YES,YES,YES
TELAPREVIR,TELAPREVIR,https://pubchem.ncbi.nlm.nih.gov/compound/3010818,FEATURED,402957-28-2,569364-34-7,COMPOUND,YES,YES,YES
TELAVANCIN,TELAVANCIN,https://pubchem.ncbi.nlm.nih.gov/compound/3081362,FEATURED,372151-71-8,No CAS info,COMPOUND,YES,YES,YES
TELBIVUDINE,TELBIVUDINE,https://pubchem.ncbi.nlm.nih.gov/compound/159269,FEATURED,3424-98-4,No CAS info,COMPOUND,YES,YES,YES
TELITHROMYCIN,TELITHROMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/3002190,FEATURED,191114-48-4,173838-31-8,COMPOUND,YES,YES,YES
TELMESTEINE,TELMESTEINE,https://pubchem.ncbi.nlm.nih.gov/compound/65946,FEATURED,122946-43-4,No CAS info,COMPOUND,YES,YES,YES
TELMISARTAN,TELMISARTAN,https://pubchem.ncbi.nlm.nih.gov/compound/65999,FEATURED,144701-48-4,No CAS info,COMPOUND,YES,YES,YES
TELOTRISTAT ETIPRATE,TELOTRISTAT ETIPRATE,https://pubchem.ncbi.nlm.nih.gov/compound/25253377,FEATURED,1137608-69-5,No CAS info,COMPOUND,YES,YES,YES
TEMAZEPAM,TEMAZEPAM,https://pubchem.ncbi.nlm.nih.gov/compound/5391,FEATURED,846-50-4,No CAS info,COMPOUND,YES,YES,YES
